Product_Name,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_qualtiy,Speaker,Frequency,Image_url
Adsun,0,0,0,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70
iFFALCON,4.2,1198,115,₹11999,₹18990,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/kdga1zk0/television/b/y/w/iffalcon-32e32-32e32-original-imafucgeqxhhjt3u.jpeg?q=70
Yuwa,0,0,0,₹30499,₹47448,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840*2160 Pixels,20 WATT Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/television/t/p/y/nty-55s-nty-55s-yuwa-original-imagcxn4hq3hzvqh.jpeg?q=70
realme,4.3,25089,2931,₹41999,₹42999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kosxzm80/television/5/p/e/rmv2005-realme-original-imag36hxruzv9wex.jpeg?q=70
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70
Nokia,4.3,23243,3975,₹42999,₹54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/f/x/b/50uhdadndt8p-nokia-original-imag79bpzfgcqur4.jpeg?q=70
Infinix,4.2,14811,2279,₹24999,0,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kij6f0w0/television/z/y/q/infinix-43x1-original-imafyaprgrmpfjhx.jpeg?q=70
Infinix,4.2,14811,2279,₹15999,₹17999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kingqkw0/television/j/y/m/infinix-32x1-original-imafye7tdvhytbgw.jpeg?q=70
Adsun,3.8,6730,929,₹16999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70
TCL,4.4,0,0,₹79990,₹189990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/2/x/z/-original-imagdvsy5bbfyxpm.jpeg?q=70
Nokia,4.3,2900,500,₹42999,₹59999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/g/x/z/50uhdadndt52x-nokia-original-imag79br4zfyw83q.jpeg?q=70
LG,5,0,0,₹205990,₹359990,Ultra HD (4K) 3840 x 2160 Pixels,40W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,https://rukminim1.flixcart.com/image/312/312/l071d3k0/television/x/7/s/-original-imagcf7fdvknjpzy.jpeg?q=70
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70
SONY,4.7,1425,291,₹62999,₹84900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ks4yz680/television/j/v/c/kd-50x74-sony-original-imag5sy47wghxaue.jpeg?q=70
iFFALCON,4.5,0,0,₹79999,₹156990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kve530w0/television/4/i/r/-original-imag8avhxhh4uyyw.jpeg?q=70
Candes,4,0,0,₹10559,₹25690,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krf91u80/television/0/f/n/f32s001-candes-original-imag57hsyrgngzhx.jpeg?q=70
Adsun,3.8,6742,930,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70
MarQ,4.3,5279,988,₹28999,₹34999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840x2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/w/y/w/-original-imagbz2cczwh5ync.jpeg?q=70
MOTOROLA,4.3,20879,3410,₹30999,₹46050,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k3hmj680/television/e/b/r/motorola-65sauhdm-original-imafm59fztjjshhm.jpeg?q=70
SONY,4.6,0,0,₹53999,₹66900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqqykcw0/television/z/s/m/kd-50x75-sony-original-imag4p2w6742eqjc.jpeg?q=70
Croma,4.2,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70
Yuwa,0,0,0,₹24899,₹52990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l432ikw0/television/p/z/i/y-50s-uhd-fl-yuwa-original-imagf2gyydtfxvfw.jpeg?q=70
Coocaa,4.3,2662,600,₹31999,₹64990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kikluvk0/television/e/m/z/coocaa-50s6g-original-imafybrnrucsmcvu.jpeg?q=70
TCL,4.4,0,0,₹66490,₹189990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/v/i/0/-original-imagdvsxxsnukq3u.jpeg?q=70
Adsun,3.8,6742,930,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70
Vu,4.4,0,0,₹119999,₹150000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/television/s/k/h/-original-imagaedxhbam3wmx.jpeg?q=70
PHILIPS,4.2,0,0,₹42999,₹79990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqidx8w0/television/j/s/o/50put8215-94-philips-original-imag4gb5vkhsj8fk.jpeg?q=70
TCL,4.4,0,0,₹28215,₹51990,Netflix|Prime Video|Disney+Hotstar|Youtube,Ultra HD (4K) 3840x2160 Pixels,24W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 1 x USB,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/q/7/g/-original-imagdvsyfgjfvvgq.jpeg?q=70
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70
TCL,4.6,0,0,₹15990,₹29990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,16 rms Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/c/x/i/-original-imagdvsyhphjahyx.jpeg?q=70
Vu,0,0,0,₹104990,₹120000,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,100 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/t/v/h/65-qpm-vu-original-imageq6kvjaddhdx.jpeg?q=70
LG,4.6,0,0,₹55500,₹89990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kshtxu80/television/c/o/p/43up7750ptz-43up7750ptz-lg-original-imag6fwwzwqzk82e.jpeg?q=70
Adsun,3.8,6742,930,₹6199,₹12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/i/m/a-2400n-adsun-original-imag5ecpqjfzews3.jpeg?q=70
LG,4.6,0,0,₹36200,₹57990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ktg4ia80/television/r/p/f/43up7550ptz-43up7550ptz-lg-original-imag6sjyvzzfgzq8.jpeg?q=70
Vu,4.2,3276,467,₹39999,₹57000,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jjn6d8w0/television/j/7/z/vu-55uh7545-original-imaf762xymucc9n7.jpeg?q=70
iFFALCON,4.5,0,0,₹56999,₹113990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kve530w0/television/4/i/r/-original-imag8avhxhh4uyyw.jpeg?q=70
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70
Yuwa,0,0,0,₹16299,₹31990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/television/1/m/u/y-43s-fl-yuwa-original-imageumhcjdhpqez.jpeg?q=70
LG,0,0,0,₹98780,₹149990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/television/l/x/t/70up7500ptz-70up7500ptz-lg-original-imag7ztybndeewky.jpeg?q=70
Hyundai,0,0,0,₹32990,₹77990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/television/f/g/a/uhdhy50wsr4bmri5-hyundai-original-imagczwt42hjrfgz.jpeg?q=70
Adsun,3.8,6742,930,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70
Dyanora,4.1,0,0,₹14399,₹23999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/television/p/1/a/-original-imagfhuh3fpxgsug.jpeg?q=70
SAMSUNG,4.3,0,0,₹42990,₹54900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqv8vww0/television/4/h/k/ua43au8000-samsung-original-imag4s9pghk27wea.jpeg?q=70
LG,4.1,0,0,₹146300,₹269990,Ultra HD (4K) 3840 x 2160 Pixels,60W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,https://rukminim1.flixcart.com/image/312/312/l071d3k0/television/s/3/s/-original-imagcf7fu8fqtkw6.jpeg?q=70
Croma,4.2,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70
LG,2.3,0,0,₹94550,₹110690,Netflix|Disney+Hotstar|Youtube,Ultra HD (4K) 3,840 x 2,160 Pixels,1 Speaker Output,120 Hz Refresh Rate,4 x HDMI | 3 x USB,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/television/c/5/w/lg-c1-48-inch-class-4k-smart-oled-tv-w-ai-thinq-48-2-diag-48c1-original-imag7ffxsdbqdqbz.jpeg?q=70
Thomson,4.4,22032,5954,₹27999,₹37999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjrh2fk0/television/k/w/3/55-oathpro-0101-thomson-original-imafz9g9gjyhtf5h.jpeg?q=70
SAMSUNG,4.2,1035,144,₹54990,₹89900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2rwzgw0/television/t/r/1/-original-imagefjns6pcwxfx.jpeg?q=70
